"main","pairing"
"SOUTHEAST ASIAN CUISINES","fish sauce"
"SOUTHEAST ASIAN CUISINES","galangal"
"SOUTHEAST ASIAN CUISINES","ginger"
"SOUTHEAST ASIAN CUISINES","lemongrass"
"SOUTHEAST ASIAN CUISINES","lime"
"SOUTHEAST ASIAN CUISINES","mint"
"SOUTHEAST ASIAN CUISINES","soy sauce"
"SOUTHEAST ASIAN CUISINES","sugar"
"SOUTHEAST ASIAN CUISINES","tamarind"
"SOUTHEAST ASIAN CUISINES","vegetables: fresh, fermented"
"SOUTHEAST ASIAN CUISINES","Flavor Affinities"
"SOUTHEAST ASIAN CUISINES","chile peppers + fish sauce + lime + sugar"
"SOUTHEAST ASIAN CUISINES","fish sauce + lime + tamarind"
"SOUTHERN CUISINE (AMERICAN)","baked goods, e.g., biscuits"
"SOUTHERN CUISINE (AMERICAN)","barbecue"
"SOUTHERN CUISINE (AMERICAN)","black-eyed peas"
"SOUTHERN CUISINE (AMERICAN)","chicken, esp. fried"
"SOUTHERN CUISINE (AMERICAN)","gravy"
"SOUTHERN CUISINE (AMERICAN)","greens, esp. collard"
"SOUTHERN CUISINE (AMERICAN)","grits"
"SOUTHERN CUISINE (AMERICAN)","ham"
"SOUTHERN CUISINE (AMERICAN)","pies"
"SOUTHERN CUISINE (AMERICAN)","pork"
"SOUTHERN CUISINE (AMERICAN)","potatoes"
"SOUTHERN CUISINE (AMERICAN)","rice"
"SOUTHERN CUISINE (AMERICAN)","sweet potatoes"
"SOUTHERN CUISINE (AMERICAN)","tea: iced, sweet"
"SOUTHWESTERN CUISINE (AMERICAN)","avocados"
"SOUTHWESTERN CUISINE (AMERICAN)","beans"
"SOUTHWESTERN CUISINE (AMERICAN)","beef"
"SOUTHWESTERN CUISINE (AMERICAN)","cheese"
"SOUTHWESTERN CUISINE (AMERICAN)","chicken"
"SOUTHWESTERN CUISINE (AMERICAN)","chiles"
"SOUTHWESTERN CUISINE (AMERICAN)","chocolate"
"SOUTHWESTERN CUISINE (AMERICAN)","cilantro"
"SOUTHWESTERN CUISINE (AMERICAN)","cinnamon"
"SOUTHWESTERN CUISINE (AMERICAN)","corn"
"SOUTHWESTERN CUISINE (AMERICAN)","limes"
"SOUTHWESTERN CUISINE (AMERICAN)","nuts"
"SOUTHWESTERN CUISINE (AMERICAN)","onions"
"SOUTHWESTERN CUISINE (AMERICAN)","pork"
"SOUTHWESTERN CUISINE (AMERICAN)","rice"
"SOUTHWESTERN CUISINE (AMERICAN)","squash"
"SOUTHWESTERN CUISINE (AMERICAN)","tomatoes"
"SOUTHWESTERN CUISINE (AMERICAN)","tortillas"
"SOY SAUCE","Taste: salty"
"SOY SAUCE","Weight: light"
"SOY SAUCE","Volume: moderate–loud"
"SOY SAUCE","Tips: Add at the end of the cooking process, or to finish a dish. Use in stir-fries."
"SOY SAUCE","basil"
"SOY SAUCE","beef"
"SOY SAUCE","broccoli"
"SOY SAUCE","chicken"
"SOY SAUCE","Chinese cuisine"
"SOY SAUCE","coriander"
"SOY SAUCE","fish: cooked, raw"
"SOY SAUCE","garlic"
"SOY SAUCE","ginger"
"SOY SAUCE","honey"
"SOY SAUCE","Japanese cuisine"
"SOY SAUCE","Korean cuisine"
"SOY SAUCE","lime juice"
"SOY SAUCE","lobster, raw"
"SOY SAUCE","marinades"
"SOY SAUCE","meats"
"SOY SAUCE","mirin"
"SOY SAUCE","molasses"
"SOY SAUCE","orange zest"
"SOY SAUCE","peanuts"
"SOY SAUCE","red pepper flakes"
"SOY SAUCE","salt"
"SOY SAUCE","scallions"
"SOY SAUCE","seafood"
"SOY SAUCE","sesame oil"
"SOY SAUCE","sugar"
"SOY SAUCE","wasabi"
"SOY SAUCE","Flavor Affinities"
"SOY SAUCE","soy sauce + coriander + honey"
"SOY SAUCE","soy sauce + garlic + ginger"
"SOY SAUCE","soy sauce + molasses + sugar"
"SPANISH CUISINE","almonds"
"SPANISH CUISINE","anchovies"
"SPANISH CUISINE","bay leaf"
"SPANISH CUISINE","bread"
"SPANISH CUISINE","chorizo"
"SPANISH CUISINE","custards"
"SPANISH CUISINE","eggs"
"SPANISH CUISINE","fish"
"SPANISH CUISINE","fruits"
"SPANISH CUISINE","garlic"
"SPANISH CUISINE","ham, Serrano"
"SPANISH CUISINE","hazelnuts"
"SPANISH CUISINE","lemon"
"SPANISH CUISINE","meats, esp. roasted"
"SPANISH CUISINE","olive oil"
"SPANISH CUISINE","olives"
"SPANISH CUISINE","onion"
"SPANISH CUISINE","orange"
"SPANISH CUISINE","paprika, sweet"
"SPANISH CUISINE","parsley"
"SPANISH CUISINE","peppers, esp. guindilla or piquillo, esp. roasted"
"SPANISH CUISINE","pine nuts"
"SPANISH CUISINE","pomegranates"
"SPANISH CUISINE","pork"
"SPANISH CUISINE","rice"
"SPANISH CUISINE","roasts"
"SPANISH CUISINE","saffron"
"SPANISH CUISINE","shellfish"
"SPANISH CUISINE","sherry"
"SPANISH CUISINE","soups"
"SPANISH CUISINE","stews"
"SPANISH CUISINE","thyme"
"SPANISH CUISINE","tomatoes"
"SPANISH CUISINE","vanilla"
"SPANISH CUISINE","vegetables"
"SPANISH CUISINE","vinegar, sherry"
"SPANISH CUISINE","walnuts"
"SPANISH CUISINE","Flavor Affinities"
"SPANISH CUISINE","almonds + garlic + olive oil"
"SPANISH CUISINE","almonds + olive oil"
"SPANISH CUISINE","garlic + olive oil"
"SPANISH CUISINE","garlic + onions + paprika + rice + saffron"
"SPANISH CUISINE","garlic + onions + parsley"
"SPANISH CUISINE","red peppers + onions + tomatoes"
"SPANISH CUISINE","tomatoes + almonds + olive oil + roasted red peppers"
"SPINACH (See also Greens)","Season: year-round"
"SPINACH (See also Greens)","Taste: bitter"
"SPINACH (See also Greens)","Function: cooling"
"SPINACH (See also Greens)","Weight: medium"
"SPINACH (See also Greens)","Volume: moderate"
"SPINACH (See also Greens)","Techniques: boil, raw, sauté, steam, stir-fry, wilt"
"SPINACH (See also Greens)","almonds"
"SPINACH (See also Greens)","anchovies"
"SPINACH (See also Greens)","apples"
"SPINACH (See also Greens)","bacon"
"SPINACH (See also Greens)","basil"
"SPINACH (See also Greens)","BUTTER, unsalted"
"SPINACH (See also Greens)","cayenne"
"SPINACH (See also Greens)","chard"
"SPINACH (See also Greens)","CHEESE: aged, Comté, Emmental, feta, goat, Parmesan, ricotta"
"SPINACH (See also Greens)","chicken, esp. grilled"
"SPINACH (See also Greens)","chickpeas"
"SPINACH (See also Greens)","chives"
"SPINACH (See also Greens)","crab"
"SPINACH (See also Greens)","CREAM / MILK"
"SPINACH (See also Greens)","cream cheese"
"SPINACH (See also Greens)","crème fraîche"
"SPINACH (See also Greens)","cumin"
"SPINACH (See also Greens)","curry"
"SPINACH (See also Greens)","dill"
"SPINACH (See also Greens)","eggs, esp. hard-boiled"
"SPINACH (See also Greens)","fennel"
"SPINACH (See also Greens)","fish (e.g., striped bass)"
"SPINACH (See also Greens)","French cuisine"
"SPINACH (See also Greens)","GARLIC"
"SPINACH (See also Greens)","ginger"
"SPINACH (See also Greens)","greens, collard"
"SPINACH (See also Greens)","Indian cuisine"
"SPINACH (See also Greens)","Italian cuisine"
"SPINACH (See also Greens)","Japanese cuisine"
"SPINACH (See also Greens)","lamb, esp. grilled"
"SPINACH (See also Greens)","lemon, juice"
"SPINACH (See also Greens)","lentils"
"SPINACH (See also Greens)","lovage"
"SPINACH (See also Greens)","marjoram"
"SPINACH (See also Greens)","mascarpone"
"SPINACH (See also Greens)","mint, esp. spearmint"
"SPINACH (See also Greens)","mushrooms, esp. shiitake"
"SPINACH (See also Greens)","mustard, Dijon"
"SPINACH (See also Greens)","mustard seeds"
"SPINACH (See also Greens)","NUTMEG"
"SPINACH (See also Greens)","OIL: canola, peanut, sesame, vegetable, walnut"
"SPINACH (See also Greens)","olive oil"
"SPINACH (See also Greens)","onions, esp. sweet"
"SPINACH (See also Greens)","pancetta"
"SPINACH (See also Greens)","paprika, sweet"
"SPINACH (See also Greens)","parsley"
"SPINACH (See also Greens)","pasta"
"SPINACH (See also Greens)","pecans"
"SPINACH (See also Greens)","PEPPER: black, white"
"SPINACH (See also Greens)","pesto"
"SPINACH (See also Greens)","pine nuts"
"SPINACH (See also Greens)","potatoes"
"SPINACH (See also Greens)","prosciutto"
"SPINACH (See also Greens)","quince"
"SPINACH (See also Greens)","raisins"
"SPINACH (See also Greens)","red pepper flakes"
"SPINACH (See also Greens)","saffron"
"SPINACH (See also Greens)","SALT: kosher, sea"
"SPINACH (See also Greens)","salt cod"
"SPINACH (See also Greens)","sauces: béchamel, Mornay"
"SPINACH (See also Greens)","scallions"
"SPINACH (See also Greens)","SESAME SEEDS"
"SPINACH (See also Greens)","shallots"
"SPINACH (See also Greens)","shrimp"
"SPINACH (See also Greens)","smoked salmon"
"SPINACH (See also Greens)","sorrel"
"SPINACH (See also Greens)","sour cream"
"SPINACH (See also Greens)","soy sauce"
"SPINACH (See also Greens)","stocks: chicken, vegetable"
"SPINACH (See also Greens)","sugar"
"SPINACH (See also Greens)","Tabasco sauce"
"SPINACH (See also Greens)","thyme, fresh"
"SPINACH (See also Greens)","tomatoes"
"SPINACH (See also Greens)","tuna"
"SPINACH (See also Greens)","vinaigrette, esp. sherry"
"SPINACH (See also Greens)","VINEGAR: balsamic, cider, red wine, rice wine, sherry"
"SPINACH (See also Greens)","walnuts"
"SPINACH (See also Greens)","yogurt"
"SPINACH (See also Greens)","Flavor Affinities"
"SPINACH (See also Greens)","spinach + bacon + garlic + onions + cider vinegar"
"SPINACH (See also Greens)","spinach + bacon + walnuts"
"SPINACH (See also Greens)","spinach + chives + goat cheese + mascarpone"
"SPINACH (See also Greens)","spinach + cumin + garlic + lemon + yogurt"
"SPINACH (See also Greens)","spinach + fennel + Parmesan cheese + portobello mushrooms + balsamic vinegar"
"SPINACH (See also Greens)","spinach + feta cheese + lemon juice + oregano"
"SPINACH (See also Greens)","spinach + garlic + mushrooms"
"SPINACH (See also Greens)","spinach + garlic + sorrel"
"SPRING","Weather: typically warm"
"SPRING","Techniques: pan roast and other stove-top methods"
"SPRING","artichokes (peak: March–April)"
"SPRING","asparagus: green, purple, white (peak: April)"
"SPRING","beans, fava (peak: April–June)"
"SPRING","cauliflower (peak: March)"
"SPRING","crayfish"
"SPRING","dandelion greens (peak: May–June)"
"SPRING","fiddlehead ferns"
"SPRING","garlic, green (peak: March)"
"SPRING","greens: salad, spring"
"SPRING","lamb, spring"
"SPRING","leeks"
"SPRING","lemons, Meyer"
"SPRING","lettuces"
"SPRING","lighter dishes"
"SPRING","limes, key"
"SPRING","loquats"
"SPRING","mushrooms, morel (peak: April)"
"SPRING","onions: spring, Vidalia (peak: May)"
"SPRING","oranges, navel (peak: March)"
"SPRING","peas (peak: May)"
"SPRING","ramps (peak: May)"
"SPRING","rhubarb (peak: April)"
"SPRING","soft-shell crabs"
"SPRING","sorrel (peak: May)"
"SPRING","soufflés"
"SPRING","spices, cooling (e.g., white peppercorns)"
"SPRING","strawberries"
"SPRING","tomatoes, heirloom"
"SPRING","watercress"
"SPRING","zucchini blossoms"
"SPROUTS","Season: year-round"
"SPROUTS","Function: cooling"
"SPROUTS","Weight: light"
"SPROUTS","Volume: quiet"
"SPROUTS","Techniques: sauté, steam, stir-fry"
"SPROUTS","Tips: Cook for less than 30 seconds, or they'll wilt."
"SPROUTS","cucumbers"
"SPROUTS","egg salad"
"SPROUTS","salads, esp. more delicate sprouts"
"SPROUTS","sandwiches"
"SPROUTS","stir-fried dishes, esp. heartier sprouts"
"SQUAB","Weight: medium"
"SQUAB","Volume: moderate"
"SQUAB","Techniques: braise, broil, grill, roast, sauté"
"SQUAB","bacon"
"SQUAB","beans, fava"
"SQUAB","beets"
"SQUAB","cabbage"
"SQUAB","cherries"
"SQUAB","fennel"
"SQUAB","figs"
"SQUAB","foie gras"
"SQUAB","garlic"
"SQUAB","juniper berries"
"SQUAB","lentils"
"SQUAB","mushrooms, wild, esp. porcini"
"SQUAB","mustard"
"SQUAB","olive oil"
"SQUAB","olives"
"SQUAB","onions"
"SQUAB","pancetta"
"SQUAB","pears"
"SQUAB","peas"
"SQUAB","pepper, black"
"SQUAB","prunes"
"SQUAB","rice and risotto"
"SQUAB","rosemary"
"SQUAB","sage"
"SQUAB","salt"
"SQUAB","vinegar, balsamic"
"SQUAB","wine, esp. red"
"SQUASH, ACORN (See also Pumpkin; Squash, Butternut; and","Season: autumn–winter"
"SQUASH, ACORN (See also Pumpkin; Squash, Butternut; and","Taste: sweet"
"SQUASH, ACORN (See also Pumpkin; Squash, Butternut; and","Weight: medium–heavy"
"SQUASH, ACORN (See also Pumpkin; Squash, Butternut; and","Volume: moderate"
"SQUASH, ACORN (See also Pumpkin; Squash, Butternut; and","Techniques: bake, mash"
"SQUASH, ACORN (See also Pumpkin; Squash, Butternut; and","allspice"
"SQUASH, ACORN (See also Pumpkin; Squash, Butternut; and","bay leaf"
"SQUASH, ACORN (See also Pumpkin; Squash, Butternut; and","butter, esp. brown"
"SQUASH, ACORN (See also Pumpkin; Squash, Butternut; and","cheese, Parmesan"
"SQUASH, ACORN (See also Pumpkin; Squash, Butternut; and","cinnamon"
"SQUASH, ACORN (See also Pumpkin; Squash, Butternut; and","cream"
"SQUASH, ACORN (See also Pumpkin; Squash, Butternut; and","eggs, custard"
"SQUASH, ACORN (See also Pumpkin; Squash, Butternut; and","garlic"
"SQUASH, ACORN (See also Pumpkin; Squash, Butternut; and","ginger, fresh"
"SQUASH, ACORN (See also Pumpkin; Squash, Butternut; and","maple syrup"
"SQUASH, ACORN (See also Pumpkin; Squash, Butternut; and","mascarpone"
"SQUASH, ACORN (See also Pumpkin; Squash, Butternut; and","mushrooms, esp. shiitake"
"SQUASH, ACORN (See also Pumpkin; Squash, Butternut; and","nutmeg"
"SQUASH, ACORN (See also Pumpkin; Squash, Butternut; and","nuts"
"SQUASH, ACORN (See also Pumpkin; Squash, Butternut; and","olive oil"
"SQUASH, ACORN (See also Pumpkin; Squash, Butternut; and","onions, esp. cipollini"
"SQUASH, ACORN (See also Pumpkin; Squash, Butternut; and","parsley"
"SQUASH, ACORN (See also Pumpkin; Squash, Butternut; and","pork"
"SQUASH, ACORN (See also Pumpkin; Squash, Butternut; and","SAGE"
"SQUASH, ACORN (See also Pumpkin; Squash, Butternut; and","salt, kosher"
"SQUASH, ACORN (See also Pumpkin; Squash, Butternut; and","sugar, brown"
"SQUASH, ACORN (See also Pumpkin; Squash, Butternut; and","thyme"
"SQUASH, ACORN (See also Pumpkin; Squash, Butternut; and","vanilla"
"SQUASH, ACORN (See also Pumpkin; Squash, Butternut; and","vinegar, sherry"
"SQUASH, ACORN (See also Pumpkin; Squash, Butternut; and","Flavor Affinities"
"SQUASH, ACORN (See also Pumpkin; Squash, Butternut; and","acorn squash + custard + sage"
"SQUASH, ACORN (See also Pumpkin; Squash, Butternut; and","acorn squash + ginger + maple syrup"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","Season: early autumn"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","Taste: sweet"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","Weight: medium–heavy"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","Volume: moderate"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","Techniques: bake, braise, mash, roast, steam, tempura-fry"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","allspice"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","anchovies"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","apples, esp. green"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","artichokes, Jerusalem"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","bacon"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","basil"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","bay leaf"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","bourbon"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","bread crumbs"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","brown butter"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","BUTTER, UNSALTED"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","carrots"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","cayenne"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","celery"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","celery root"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","CHEESE: Fontina, goat, Gruyère, PARMESAN, pecorino, ricotta, ricotta salata"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","chervil"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","chestnuts"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","chickpeas"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","chile peppers, esp. fresh green, jalapeño"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","chili sauce"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","chives"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","cilantro"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","cinnamon"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","cloves"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","coconut milk"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","coriander"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","couscous"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","cream"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","crème fraîche"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","cumin"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","curry: paste (yellow), powder"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","duck"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","fenugreek"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","fish sauce, Thai"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","garlic"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","ginger: fresh, ground"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","honey"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","Japanese cuisine (e.g., tempura)"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","leeks"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","lemon, juice"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","lemongrass"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","lime, juice"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","maple syrup"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","marjoram"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","mascarpone"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","mint"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","Moroccan cuisine"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","mushrooms, esp. porcini"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","nutmeg"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","nuts"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","OIL: canola, grapeseed, peanut, pumpkin seed, vegetable"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","olive oil"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","ONIONS, esp. red"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","orange, juice"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","pancetta"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","parsley,flat-leaf"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","parsnips"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","pears"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","PEPPER: black, white"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","pork"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","potatoes"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","pumpkin seeds"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","red pepper flakes"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","risotto"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","rosemary"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","SAGE"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","salsify"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","SALT: kosher, sea"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","shallots"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","shrimp"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","soups"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","sour cream"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","spinach"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","STOCKS: chicken, vegetable"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","sugar: brown, white"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","tarragon"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","thyme"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","truffle oil"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","vanilla"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","vinegar: balsamic, champagne, sherry"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","walnuts"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","watercress"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","wine: dry white, Vin Santo"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","yams"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","yogurt"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","Flavor Affinities"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","butternut squash + anchovies + bread crumbs + onions + pasta"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","butternut squash + bacon + maple syrup + sage"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","butternut squash + bay leaf + nutmeg"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","butternut squash + cilantro + coconut + ginger"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","butternut squash + crème fraîche + nutmeg + sage"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","butternut squash + ricotta cheese + rosemary"
"SQUASH, BUTTERNUT (See also Pumpkin; Squash, Acorn;","butternut squash + risotto + sage"
"SQUASH, KABOCHA (See also Squash, Winter)","Flavor Affinities"
"SQUASH, KABOCHA (See also Squash, Winter)","kabocha squash + coconut + sweet curry"
"SQUASH, SPAGHETTI (See also Squash, Winter)","Season: early autumn–winter"
"SQUASH, SPAGHETTI (See also Squash, Winter)","Weight: medium"
"SQUASH, SPAGHETTI (See also Squash, Winter)","Volume: moderate"
"SQUASH, SPAGHETTI (See also Squash, Winter)","Techniques: bake, boil, steam, sauté"
"SQUASH, SPAGHETTI (See also Squash, Winter)","bacon"
"SQUASH, SPAGHETTI (See also Squash, Winter)","basil"
"SQUASH, SPAGHETTI (See also Squash, Winter)","bell peppers"
"SQUASH, SPAGHETTI (See also Squash, Winter)","cheese: feta, Gorgonzola, Parmesan"
"SQUASH, SPAGHETTI (See also Squash, Winter)","chicken"
"SQUASH, SPAGHETTI (See also Squash, Winter)","chives"
"SQUASH, SPAGHETTI (See also Squash, Winter)","duck"
"SQUASH, SPAGHETTI (See also Squash, Winter)","garlic"
"SQUASH, SPAGHETTI (See also Squash, Winter)","ginger"
"SQUASH, SPAGHETTI (See also Squash, Winter)","honey, chestnut"
"SQUASH, SPAGHETTI (See also Squash, Winter)","olive oil"
"SQUASH, SPAGHETTI (See also Squash, Winter)","olives, black"
"SQUASH, SPAGHETTI (See also Squash, Winter)","oregano"
"SQUASH, SPAGHETTI (See also Squash, Winter)","parsley, flat-leaf"
"SQUASH, SPAGHETTI (See also Squash, Winter)","pasta"
"SQUASH, SPAGHETTI (See also Squash, Winter)","pepper, ground"
"SQUASH, SPAGHETTI (See also Squash, Winter)","salt"
"SQUASH, SPAGHETTI (See also Squash, Winter)","seafood: fish, scallops"
"SQUASH, SPAGHETTI (See also Squash, Winter)","tomatoes"
"SQUASH, SPAGHETTI (See also Squash, Winter)","vinaigrette"
"SQUASH, SUMMER (See also Zucchini)","Season: summer"
"SQUASH, SUMMER (See also Zucchini)","Weight: light–medium"
"SQUASH, SUMMER (See also Zucchini)","Volume: quiet–moderate"
"SQUASH, SUMMER (See also Zucchini)","Techniques: bake, blanch, boil, braise, deep-fry, grill, sauté, steam, stir-fry"
"SQUASH, SUMMER (See also Zucchini)","basil"
"SQUASH, SUMMER (See also Zucchini)","bell peppers"
"SQUASH, SUMMER (See also Zucchini)","butter"
"SQUASH, SUMMER (See also Zucchini)","cheese: goat, Gruyère, mozzarella, Parmesan"
"SQUASH, SUMMER (See also Zucchini)","chile peppers: dried red, fresh green"
"SQUASH, SUMMER (See also Zucchini)","chives"
"SQUASH, SUMMER (See also Zucchini)","cinnamon"
"SQUASH, SUMMER (See also Zucchini)","coconut"
"SQUASH, SUMMER (See also Zucchini)","coriander"
"SQUASH, SUMMER (See also Zucchini)","corn"
"SQUASH, SUMMER (See also Zucchini)","cream"
"SQUASH, SUMMER (See also Zucchini)","cumin"
"SQUASH, SUMMER (See also Zucchini)","curry leaves"
"SQUASH, SUMMER (See also Zucchini)","dill"
"SQUASH, SUMMER (See also Zucchini)","eggplant"
"SQUASH, SUMMER (See also Zucchini)","garlic"
"SQUASH, SUMMER (See also Zucchini)","lemon, juice"
"SQUASH, SUMMER (See also Zucchini)","marjoram"
"SQUASH, SUMMER (See also Zucchini)","mint"
"SQUASH, SUMMER (See also Zucchini)","mustard seeds, black"
"SQUASH, SUMMER (See also Zucchini)","olive oil"
"SQUASH, SUMMER (See also Zucchini)","onions"
"SQUASH, SUMMER (See also Zucchini)","oregano"
"SQUASH, SUMMER (See also Zucchini)","parsley, flat-leaf"
"SQUASH, SUMMER (See also Zucchini)","pecans"
"SQUASH, SUMMER (See also Zucchini)","pepper, black"
"SQUASH, SUMMER (See also Zucchini)","rosemary"
"SQUASH, SUMMER (See also Zucchini)","sage"
"SQUASH, SUMMER (See also Zucchini)","salt"
"SQUASH, SUMMER (See also Zucchini)","sausage, Italian"
"SQUASH, SUMMER (See also Zucchini)","thyme"
"SQUASH, SUMMER (See also Zucchini)","tomatoes"
"SQUASH, SUMMER (See also Zucchini)","turmeric"
"SQUASH, SUMMER (See also Zucchini)","walnuts"
"SQUASH, SUMMER (See also Zucchini)","yogurt"
